FIPS,Yield,Year,Land_Area,Acres_Planted
18019,34.1,1996,372.86,27700
18029,32.8,1996,305.03,8600
18047,36.1,1996,384.43,24500
18077,35.1,1996,360.63,28200
18079,34.9,1996,376.58,49000
18137,39.1,1996,446.43,54500
18143,39.9,1996,190.4,22300
18027,40.4,1996,429.49,53100
18037,43.5,1996,427.27,38700
18051,44.3,1996,487.49,96900
18055,35.7,1996,542.49,38300
18083,37.6,1996,516.03,116600
18101,42.8,1996,335.74,13000
18125,39.9,1996,334.24,33900
18129,42,1996,409.57,94200
18147,36.1,1996,396.74,54300
18153,36.4,1996,447.14,64800
18163,40.2,1996,233.48,36900
18173,36.8,1996,384.82,31300
18021,35.3,1996,357.54,54000
18045,42.4,1996,395.66,85900
18107,41.2,1996,504.61,109400
18119,29,1996,385.29,20000
18121,34.7,1996,444.66,64000
18133,39.8,1996,480.53,62500
18157,41.4,1996,499.81,90200
18165,40.1,1996,256.88,41800
18167,27.9,1996,403.31,54500
18171,42.9,1996,364.68,78700
19015,46.3,1996,571.57,127000
19049,46.6,1996,588.45,141000
19075,48.6,1996,501.86,117000
19079,45.6,1996,576.75,135000
19083,45.9,1996,569.31,120000
19099,44.7,1996,730.42,119000
19127,49.3,1996,572.5,1e+05
19153,45,1996,573.79,81000
19157,44.1,1996,584.93,74000
19169,47.3,1996,572.82,134000
19171,46.3,1996,721.01,111000
19187,47.1,1996,715.62,174000
19011,46.4,1996,716.26,154000
19031,47.1,1996,579.44,111000
19045,48.3,1996,694.91,96000
19095,42.5,1996,586.46,70000
19097,43.1,1996,636.04,16000
19103,40.7,1996,614.04,78000
19105,46.8,1996,575.62,60000
19113,43.7,1996,716.88,1e+05
19139,40.7,1996,437.47,66000
19163,49.8,1996,458.09,66000
19023,46.5,1996,580.13,116000
19033,40.3,1996,568.31,119000
19067,42.6,1996,500.63,108000
19069,44.7,1996,581.97,124000
19081,42.3,1996,571,127000
19091,46,1996,434.35,118000
19109,42.1,1996,972.72,237000
19131,44.4,1996,469.13,89000
19189,39.3,1996,400.49,90000
19195,42.2,1996,400.12,78000
19197,44.4,1996,580.42,152000
19005,47.1,1996,639.08,12000
19013,45.5,1996,565.77,115000
19017,43.3,1996,435.48,80000
19019,45.6,1996,571.02,98000
19037,39.8,1996,504.38,98000
19043,48,1996,778.54,24000
19055,49.7,1996,577.76,49000
19061,51.3,1996,608.3,14000
19065,45.7,1996,730.81,103000
19089,38.9,1996,473.25,86000
19191,42.3,1996,689.87,34000
19021,46.3,1996,574.91,152000
19035,45.8,1996,576.91,136000
19041,44.5,1996,567.24,138000
19059,45.8,1996,380.61,86000
19063,42.2,1996,395.88,94000
19119,47.5,1996,587.65,138000
19141,48.3,1996,573.04,145000
19143,44,1996,398.68,111000
19147,43.3,1996,563.84,144000
19149,45.5,1996,862.89,188000
19151,46.4,1996,577.24,163000
19167,50.2,1996,768.33,173000
19007,36.6,1996,497.29,29000
19039,31.1,1996,431.17,19000
19053,37,1996,531.88,30000
19117,35.1,1996,430.59,17000
19121,37.5,1996,561.01,69000
19125,38,1996,554.53,69000
19135,37,1996,433.72,31000
19159,33.9,1996,535.5,35000
19175,35.5,1996,423.65,44000
19181,37.8,1996,569.83,60000
19185,36.1,1996,525.44,25000
19051,40.2,1996,502.19,33000
19057,43.3,1996,416.12,62000
19087,45.3,1996,434.33,65000
19101,41.8,1996,435.51,56000
19107,43,1996,579.18,74000
19111,42.7,1996,517.52,65000
19115,39.8,1996,401.77,65000
19123,41.1,1996,570.86,87000
19177,39.5,1996,484.79,48000
19179,40.5,1996,431.83,46000
19183,43.8,1996,568.84,97000
19001,37.1,1996,569.27,96000
19003,40,1996,423.44,53000
19029,40.1,1996,564.27,97000
19071,42.1,1996,511.15,119000
19129,40.9,1996,437.44,93000
19137,40.3,1996,424.1,91000
19145,42.5,1996,534.94,95000
19155,43.4,1996,950.28,178000
19173,33.8,1996,531.9,55000
19009,41.9,1996,442.96,94000
19025,47.9,1996,569.97,161000
19027,43.1,1996,569.44,146000
19047,43.5,1996,714.19,127000
19073,48.5,1996,569.57,143000
19077,42.6,1996,590.62,92000
19085,44.6,1996,696.85,139000
19093,46.1,1996,431.51,85000
19133,41.3,1996,694.07,126000
19161,44,1996,575.01,145000
19165,45.4,1996,590.78,111000
19193,41,1996,872.83,139000
20009,51,1996,895.4,7500
20041,37,1996,847.07,22000
20053,29,1996,715.85,1800
20105,32,1996,719.4,1400
20115,32,1996,944.29,11000
20113,42,1996,898.27,19000
20159,45,1996,726.24,6000
20165,43,1996,717.76,1000
20167,37,1996,886.26,300
20169,34,1996,720.22,10000
20003,32,1996,579.65,74000
20017,41,1996,773.06,15000
20031,32,1996,626.95,72000
20045,43,1996,455.87,32000
20059,36,1996,571.76,62000
20061,43,1996,384.62,12000
20091,42,1996,473.37,27000
20107,36,1996,594.06,41000
20111,38,1996,847.47,48000
20121,39,1996,575.66,40000
20127,37,1996,695.28,20000
20139,39,1996,705.52,60000
20177,47,1996,544.02,35000
20197,42,1996,794.3,22000
20027,46,1996,645.3,35000
20029,37,1996,715.34,15000
20089,38,1996,909.78,5500
20123,36,1996,701.79,4500
20141,38,1996,892.5,1500
20143,36,1996,720.73,6000
20147,47,1996,885.88,1000
20157,41,1996,717.37,35000
20163,31,1996,890.53,800
20183,40,1996,895.46,2700
20201,42,1996,894.76,38000
20005,38,1996,431.17,52000
20013,46,1996,570.87,91000
20043,43,1996,393.41,73000
20085,39,1996,656.22,35000
20087,40,1996,532.57,44000
20103,38,1996,462.83,27000
20117,43,1996,900.18,90000
20131,46,1996,717.43,47000
20149,45,1996,841.02,31000
20161,35,1996,609.77,21000
20209,34,1996,151.6,4000
20023,54,1996,1019.89,700
20039,42,1996,893.52,800
20065,35,1996,898.52,100
20137,40,1996,878.13,500
20153,58,1996,1069.42,900
20179,56,1996,895.96,3600
20181,47,1996,1056.07,1100
20193,53,1996,1074.69,4300
20007,32,1996,1134.07,500
20033,32,1996,788.3,500
20047,44,1996,621.89,12000
20077,47,1996,801.27,1000
20079,44,1996,539.75,19000
20095,41,1996,863.36,3500
20097,46,1996,722.64,8000
20145,45,1996,754.26,12000
20151,35,1996,735.04,10000
20155,41,1996,1255.35,12000
20173,42,1996,997.51,23000
20185,47,1996,792.05,12000
20191,29,1996,1181.94,16500
20001,33,1996,500.3,61000
20011,35,1996,635.47,28000
20015,39,1996,1429.86,26000
20019,21,1996,638.88,5000
20021,28,1996,587.57,101000
20035,32,1996,1125.75,13000
20037,30,1996,589.76,73000
20049,36,1996,644.26,11000
20073,39,1996,1143.3,25000
20099,22,1996,645.29,59000
20125,22,1996,643.53,45000
20133,28,1996,571.47,45000
20205,28,1996,570.42,51000
20207,21,1996,497.82,32000
20025,38,1996,974.63,400
20055,38,1996,1301.97,6600
20057,53,1996,1098.27,3300
20067,35,1996,574.8,700
20069,45,1996,868.87,3600
20075,44,1996,996.51,400
20081,52,1996,577.52,4000
20083,43,1996,859.99,400
20093,46,1996,870.54,1500
20119,45,1996,978.09,2600
20129,35,1996,729.73,600
20175,33,1996,639.5,2200
20187,34,1996,680.35,1000
20189,36,1996,727.29,700
20063,48,1996,1071.66,400
20071,35,1996,778.45,200
20101,29,1996,717.46,200
20109,31,1996,1072.99,300
20135,35,1996,1074.75,200
20171,37,1996,717.54,1300
20195,39,1996,889.48,700
20199,38,1996,913.65,200
20203,33,1996,718.57,1500
21011,36,1996,278.79,1800
21017,32,1996,289.72,7000
21021,32,1996,180.17,900
21049,32,1996,252.46,1100
21067,37,1996,283.65,3800
21069,34,1996,348.54,2100
21073,36,1996,207.75,600
21097,32,1996,306.36,1700
21113,40,1996,172.12,800
21137,34,1996,334.09,3300
21161,33,1996,240.13,900
21167,33,1996,248.8,1800
21173,33,1996,197.37,1300
21209,36,1996,281.77,1000
21211,34,1996,379.64,16000
21215,38,1996,186.68,5000
21229,36,1996,297.27,2200
21239,42,1996,188.78,2000
21001,38,1996,405.28,800
21003,39,1996,344.34,1700
21009,40,1996,487.54,4500
21027,33,1996,567.17,11000
21029,38,1996,297.02,2900
21031,36,1996,426.09,14500
21045,38,1996,444.23,1200
21057,40,1996,305.18,1400
21061,35,1996,302.88,2900
21085,33,1996,496.7,7500
21087,43,1996,286.03,1600
21093,32,1996,623.28,23500
21099,33,1996,412.09,1300
21111,35,1996,380.42,2200
21123,32,1996,261.52,12500
21155,41,1996,343.01,7700
21163,34,1996,305.42,10000
21169,37,1996,289.65,1300
21179,40,1996,417.51,9400
21207,41,1996,253.66,2700
21217,40,1996,266.33,5000
21227,42,1996,541.6,23500
21065,36,1996,253.08,600
21089,36,1996,344.4,700
21135,36,1996,482.84,1500
21197,34,1996,178.98,700
21199,38,1996,658.41,3700
21231,37,1996,458.17,5500
21033,37,1996,344.79,13800
21047,41,1996,717.5,62000
21055,35,1996,359.95,7500
21059,40,1996,458.35,84000
21091,34,1996,187.65,11500
21101,40,1996,436.67,86600
21107,37,1996,542,34100
21141,39,1996,552.13,60400
21149,40,1996,252.47,51500
21177,35,1996,467.08,15800
21183,36,1996,587.27,26200
21213,39,1996,234.2,39100
21219,41,1996,374.5,39100
21225,43,1996,342.85,60400
21233,42,1996,331.94,40000
21015,35,1996,246.36,1800
21037,40,1996,151.31,600
21041,40,1996,128.57,2000
21077,35,1996,101.23,2200
21103,35,1996,286.28,2300
21185,34,1996,187.22,3600
21191,35,1996,277.16,1600
21223,35,1996,151.65,2900
21007,34,1996,246.66,43200
21035,34,1996,385.02,36700
21039,37,1996,189.43,26200
21075,39,1996,205.5,59800
21083,35,1996,551.74,59900
21105,40,1996,242.27,41500
21139,34,1996,313.13,11300
21143,35,1996,213.84,3500
21157,30,1996,301.25,14800
21145,34,1996,248.74,20300
21221,38,1996,441.43,13800
22009,32,1996,832.43,72000
22025,33.1,1996,708.03,69000
22029,30.9,1996,696.92,1e+05
22039,31.9,1996,662.38,40000
22043,32.4,1996,643.03,3500
22059,25,1996,624.68,500
22077,45,1996,557.35,60000
22079,36.1,1996,1317.96,31000
22097,33,1996,923.88,95000
22121,41.4,1996,192.39,9000
22033,32.7,1996,455.37,1100
22125,24.8,1996,403.21,2500
22021,35,1996,529.42,2000
22073,36.8,1996,610.41,7000
22035,35.4,1996,420.7,66000
22041,28,1996,624.59,31000
22065,35.8,1996,624.44,68000
22067,30.9,1996,794.93,48000
22083,31.9,1996,559.04,14000
22107,31.5,1996,602.78,37000
22123,31.8,1996,359.65,16000
22015,30.1,1996,840.06,7000
22017,40,1996,878.54,11000
22031,27.8,1996,875.58,1000
22081,33.3,1996,389.09,8000
22007,37.5,1996,338.66,400
22045,30.8,1996,574.11,4100
22047,48.7,1996,618.63,8000
22055,33.8,1996,268.72,20000
22099,33.6,1996,737.65,11000
22101,39.3,1996,555.38,1500
22057,33.3,1996,1068.21,600
22095,33.3,1996,213.07,600
22001,30.4,1996,655.12,95000
22003,27.9,1996,761.85,13000
22011,34.4,1996,1157.34,9000
22019,28.2,1996,1063.66,15000
22023,31.6,1996,1284.89,8000
22053,29.9,1996,651.33,60000
22113,27.4,1996,1173.2,40000
22069,33.4,1996,1252.25,10900
24019,36,1996,540.77,56800
24039,34,1996,319.72,21100
24045,37,1996,374.44,33800
24047,36,1996,468.28,38100
24005,37.7,1996,598.3,8700
24013,34.8,1996,447.59,21100
24021,43.7,1996,660.22,22800
24025,36.7,1996,437.09,9300
24027,35.8,1996,250.74,4700
24031,32.8,1996,491.25,14500
24043,44.7,1996,457.78,9900
24003,38.9,1996,414.9,5000
24009,33.9,1996,213.15,4700
24017,36.9,1996,457.75,9200
24033,35.9,1996,482.69,5600
24037,33.9,1996,357.18,15100
24011,34.1,1996,319.42,50700
24015,32.1,1996,346.27,13700
24029,40.1,1996,277.03,34000
24035,40.1,1996,371.91,65100
24041,37.1,1996,268.54,45900
26051,34,1996,501.78,1600
26057,35,1996,568.46,77000
26073,32,1996,572.68,24000
26111,36,1996,516.25,19000
26117,24,1996,705.4,13500
26011,30,1996,363.19,7000
26017,32,1996,442.3,32000
26063,30,1996,835.71,23000
26145,29,1996,800.11,120000
26151,27,1996,962.57,92000
26157,33,1996,803.13,61000
26015,25,1996,553.09,24000
26023,26,1996,506.37,55000
26025,28,1996,706.23,44000
26037,33,1996,566.41,71000
26045,32,1996,575.17,54000
26059,23,1996,598.13,64000
26065,32,1996,556.12,43000
26067,31,1996,571.3,49000
26075,27,1996,701.67,27000
26155,28,1996,530.67,82000
26149,32,1996,500.59,42000
26049,24,1996,636.98,37000
26087,30,1996,643.01,25000
26091,33,1996,749.55,120000
26093,26,1996,565.25,16000
26099,24,1996,479.22,21000
26115,27,1996,549.39,90000
26125,22,1996,867.66,3000
26147,27,1996,721.17,59000
26161,26,1996,705.97,42000
26163,26,1996,612.08,7000
26005,19,1996,825.23,39000
26021,26,1996,567.75,41000
26027,23,1996,490.06,40000
26077,23,1996,561.66,27000
26081,24,1996,846.95,13000
26139,17,1996,563.47,10000
26159,18,1996,607.47,25000
26121,28,1996,499.25,4100
27009,27,1996,408.3,14300
27019,41,1996,354.33,33900
27067,36,1996,796.78,110500
27085,38,1996,491.47,81500
27093,35,1996,608.18,98400
27129,41,1996,982.91,233800
27139,39,1996,356.48,30500
27141,27,1996,432.92,13100
27143,43,1996,588.78,120100
27145,32,1996,1343.13,62300
27153,25,1996,944.98,13100
27171,34,1996,661.46,61200
27001,28,1996,1821.66,1600
27003,20,1996,423.01,4300
27025,21,1996,414.86,15800
27053,36,1996,553.59,12700
27059,21,1996,435.79,21900
27065,20,1996,521.59,4700
27095,29,1996,572.31,7700
27115,23,1996,1411.29,5500
27163,34,1996,384.28,13700
27005,30,1996,1315.2,49700
27027,30,1996,1045.37,80000
27069,18,1996,1098.8,1600
27087,34,1996,557.88,24500
27089,29,1996,1775.07,12800
27107,29,1996,872.79,80700
27113,25,1996,616.57,2500
27119,28,1996,1971.13,72300
27125,25,1996,432.41,13900
27013,42,1996,747.84,171800
27015,44,1996,611.09,135500
27043,43,1996,712.48,152300
27047,42,1996,707.09,145600
27079,39,1996,448.76,75700
27091,43,1996,712.35,185100
27103,42,1996,448.49,99800
27131,39,1996,495.68,51000
27147,39,1996,429.65,82700
27161,41,1996,423.36,94000
27165,43,1996,434.95,113900
27037,36,1996,562.17,60100
27039,39,1996,439.28,83700
27045,41,1996,861.3,71600
27049,40,1996,756.84,71500
27055,47,1996,552.06,14000
27099,41,1996,711.33,156900
27109,41,1996,653.35,54400
27157,44,1996,522.98,25900
27169,45,1996,626.21,15900
27033,43,1996,638.61,161400
27063,43,1996,702.98,171500
27081,32,1996,536.76,80100
27083,40,1996,714.56,161500
27101,38,1996,704.7,167500
27105,40,1996,715.11,188100
27117,36,1996,465.05,91100
27127,43,1996,878.57,225100
27133,42,1996,482.45,111700
27011,32,1996,499.02,105400
27023,37,1996,581.12,138900
27041,30,1996,637.3,45300
27051,35,1996,548.16,113800
27073,34,1996,765.02,184500
27111,32,1996,1972.07,78300
27121,33,1996,669.71,73300
27149,34,1996,563.6,133700
27151,36,1996,742.08,161700
27155,33,1996,573.9,136700
27167,30,1996,750.96,122100
27173,38,1996,759.1,179500
28015,31.2,1996,628.24,5300
28051,28,1996,756.7,25500
28079,27.3,1996,583,1200
28089,32.4,1996,714.51,8000
28097,33.3,1996,406.98,1600
28121,29.5,1996,775.48,4500
28123,28.3,1996,609.18,2400
28155,28.6,1996,420.94,2200
28017,28.1,1996,501.78,22000
28025,29.7,1996,410.08,12300
28087,26.2,1996,505.51,17000
28095,30.8,1996,765.09,33800
28103,31.8,1996,695.14,24100
28105,27.8,1996,458.2,4000
28053,25,1996,418.49,65800
28055,28,1996,413.05,50200
28083,31.6,1996,592.54,102000
28125,29.3,1996,431.72,93500
28133,32.3,1996,697.75,130000
28151,31.6,1996,724.74,119000
28163,28,1996,922.95,60500
28009,34.2,1996,406.62,9700
28013,30.4,1996,586.57,10300
28033,33.3,1996,476.15,27800
28043,27.4,1996,422.11,7400
28071,26.6,1996,631.71,4800
28093,36.4,1996,706.19,17000
28107,27,1996,685.14,32000
28137,34.6,1996,404.76,12600
28161,28.6,1996,467.13,4400
28003,32.9,1996,400.04,10400
28057,32,1996,532.79,12800
28081,31.8,1996,449.95,39700
28115,27.2,1996,497.69,24300
28117,29,1996,414.98,23000
28139,33.2,1996,457.81,8000
28141,29.7,1996,424.25,4300
28145,30.2,1996,415.6,24500
28031,29,1996,413.79,1100
28077,30,1996,430.67,1200
28039,31,1996,478.71,2300
28001,32.5,1996,462.41,13400
28049,28.7,1996,869.74,12300
28063,30.5,1996,519.93,9000
28149,28.7,1996,588.5,22500
28011,33.3,1996,876.57,217000
28027,31.8,1996,552.44,140000
28119,30,1996,405.01,82000
28135,31.3,1996,645.29,91000
28143,34.4,1996,454.67,128000
29015,45.8,1996,704.06,11700
29019,39,1996,685.41,36300
29027,42.6,1996,834.57,47900
29051,40.9,1996,393.75,5900
29053,43.1,1996,564.77,44700
29085,35.2,1996,399.09,1500
29089,44.7,1996,463.85,30400
29131,41.5,1996,592.59,1300
29135,40.2,1996,415.03,12500
29141,38.3,1996,597.63,7100
29151,45.3,1996,604.35,7500
29159,40.7,1996,682.22,46100
29167,36.4,1996,635.52,700
29195,43.1,1996,755.5,96400
29071,40.1,1996,922.68,14800
29073,37.1,1996,517.8,5600
29099,26.1,1996,656.63,4500
29113,36.9,1996,626.56,44800
29139,39.5,1996,536.25,53300
29157,36.7,1996,474.35,23200
29183,38.3,1996,560.44,47500
29187,31.3,1996,451.89,700
29189,32.9,1996,507.8,9300
29186,35.2,1996,499.15,12400
29219,39.9,1996,428.6,20100
29001,32.5,1996,567.32,30400
29033,38.5,1996,694.62,89300
29041,36.8,1996,751.18,103700
29079,35,1996,435.28,59500
29115,34.6,1996,615.56,46300
29117,35.8,1996,532.33,94800
29121,34.9,1996,801.23,56600
29129,33.6,1996,453.84,18900
29171,33.2,1996,517.32,11900
29175,31.7,1996,482.68,31600
29197,31,1996,307.3,12200
29211,29.5,1996,647.98,17800
29007,40,1996,692.23,122000
29045,37.4,1996,504.69,63100
29103,36.6,1996,504.01,61500
29111,37.7,1996,505.04,58900
29127,38,1996,436.92,53300
29137,35.8,1996,647.65,73200
29163,35.4,1996,670.44,63300
29173,35.1,1996,469.78,71800
29199,36.6,1996,436.67,46600
29205,34.7,1996,500.86,84500
29003,38,1996,432.7,53800
29005,40.6,1996,547.3,98600
29021,40.5,1996,408.03,46400
29025,36.3,1996,426.39,40200
29047,40.5,1996,397.3,11400
29049,40.8,1996,418.96,26400
29061,36.2,1996,563.24,60500
29063,38,1996,421.36,31400
29075,37.5,1996,491.42,45900
29081,36.9,1996,722.5,47600
29087,40.1,1996,462.69,82100
29147,37.2,1996,876.96,112700
29165,40.9,1996,420.19,31600
29177,37.1,1996,568.81,56000
29227,32.7,1996,266.61,18000
29017,30.5,1996,617.91,14100
29181,30.2,1996,629.54,11600
29223,24,1996,759.18,3400
29023,33.2,1996,694.67,103500
29031,36.1,1996,578.53,40300
29069,29.7,1996,541.07,79700
29133,37.9,1996,411.58,139600
29143,35.1,1996,674.84,164400
29155,33.8,1996,492.54,163000
29201,34.2,1996,419.99,84200
29207,36.4,1996,823.22,124800
29009,23.1,1996,778.25,500
29011,30.7,1996,591.92,59600
29057,25.7,1996,490.01,19400
29077,24,1996,675.3,600
29097,30.8,1996,638.49,26800
29109,22.5,1996,611.74,8300
29119,19.1,1996,539.48,500
29145,15.8,1996,624.76,3400
29013,38.2,1996,836.69,92900
29037,37.8,1996,696.84,50700
29039,39.7,1996,474.48,3400
29083,38.3,1996,696.95,36800
29095,37.2,1996,604.46,35900
29101,40.3,1996,829.28,42800
29107,45.2,1996,628.43,88900
29185,39.8,1996,669.98,21500
29217,37.7,1996,826.4,56800
31019,46.7,1996,968.11,36000
31041,41.7,1996,2575.52,16000
31047,48.4,1996,1013.1,8900
31077,49,1996,569.81,12000
31079,50.9,1996,546.29,14000
31093,47.4,1996,569.34,6800
31163,44.8,1996,565.83,6300
31175,44.9,1996,568.05,14000
31023,46.4,1996,584.91,76000
31025,44,1996,557.45,124000
31037,40.8,1996,411.66,69000
31053,41.2,1996,528.71,107000
31055,40.7,1996,328.45,33000
31081,52.1,1996,542.88,20000
31109,45,1996,837.55,93000
31121,46.5,1996,484.88,21000
31125,48.1,1996,441.63,25000
31141,42.9,1996,674.06,111000
31143,53.8,1996,438.34,49000
31153,43.3,1996,238.99,36000
31155,42.6,1996,750.23,148000
31159,50.6,1996,571.43,61000
31177,42.5,1996,389.96,74000
31185,53,1996,572.51,40000
31015,38.4,1996,539.94,13000
31017,41.8,1996,1221.33,2100
31071,39.5,1996,569.79,2000
31089,51.4,1996,2412.4,49000
31115,37.3,1996,568.29,800
31149,47.5,1996,1008.32,5100
31183,48.5,1996,575.18,9100
31003,44.9,1996,857.22,82000
31011,48.4,1996,686.55,43000
31021,41,1996,491.58,113000
31027,44.1,1996,740.31,105000
31039,44.3,1996,570.62,103000
31043,44.7,1996,264.25,52000
31051,45.1,1996,476.23,58000
31107,42.3,1996,1108.35,48000
31119,44.8,1996,572.74,96000
31139,43.6,1996,573.25,77000
31167,43.1,1996,427.95,47000
31173,43.2,1996,393.58,60000
31179,43.9,1996,442.91,75000
31001,52.6,1996,563.27,25000
31061,48.7,1996,575.82,8300
31065,51.3,1996,719.13,9000
31073,54.9,1996,458.16,4400
31083,48.8,1996,553.47,7300
31099,50.2,1996,516.24,15000
31137,50,1996,539.79,11000
31181,47.7,1996,574.91,7000
31035,52.5,1996,572.29,38000
31059,50,1996,575.37,62000
31067,46.6,1996,851.49,105000
31095,44.2,1996,570.18,46000
31097,41.5,1996,376.05,33000
31127,43.1,1996,407.38,76000
31129,51.8,1996,575.16,23000
31131,42.1,1996,615.63,106000
31133,44,1996,431.07,26000
31147,44,1996,551.84,92000
31151,45.6,1996,574.02,56000
31169,48.3,1996,573.81,47000
31057,40,1996,919.68,500
31063,43.8,1996,974.59,1800
31087,47,1996,709.94,700
31111,46.8,1996,2564.07,2900
31135,38.5,1996,883.34,600
31145,55.5,1996,716.99,3400
34005,41,1996,798.58,19500
34021,36,1996,224.56,8700
34023,34,1996,308.91,9200
34025,39,1996,468.79,8800
34029,38,1996,628.78,400
34019,39,1996,427.82,7700
34035,34,1996,301.81,4100
34041,39,1996,356.92,3300
34007,31,1996,221.26,400
34009,31,1996,251.42,400
34011,32,1996,483.7,17000
34015,33,1996,322.01,14000
34033,40,1996,331.9,26000
37013,28,1996,827.19,54000
37031,25,1996,506.25,19000
37049,26,1996,708.96,14800
37079,27,1996,265.93,22500
37095,28,1996,612.7,31000
37101,27,1996,791.3,48500
37103,25,1996,470.71,8800
37107,26,1996,400.59,21500
37137,27,1996,336.54,23500
37147,27,1996,651.97,49600
37191,27,1996,553.09,49800
37195,28,1996,368.17,36000
37003,30,1996,259.99,1100
37035,34,1996,398.72,6900
37037,31,1996,682.19,1900
37057,33,1996,552.67,6300
37059,31,1996,264.11,6700
37097,34,1996,573.83,9000
37105,29,1996,254.96,4000
37151,34,1996,782.52,8200
37159,34,1996,511.37,11200
37183,31,1996,835.22,14700
37015,31,1996,699.27,12200
37029,30,1996,240.56,27000
37041,32,1996,172.47,4600
37053,35,1996,261.85,15300
37055,30,1996,383.42,2600
37065,29,1996,505.34,16100
37073,34,1996,340.44,12600
37083,29,1996,724.09,7700
37091,32,1996,353.06,6900
37117,30,1996,461.22,7900
37127,25,1996,540.41,27000
37131,30,1996,536.59,8800
37139,37,1996,226.88,41000
37143,33,1996,247.09,28300
37177,32,1996,389.03,20000
37187,33,1996,348.13,31000
37027,35,1996,471.57,800
37171,32,1996,532.17,4100
37193,33,1996,754.28,900
37197,33,1996,334.83,8200
37001,28,1996,423.94,5500
37033,29,1996,424.92,1000
37063,28,1996,285.98,500
37067,29,1996,408.15,3100
37069,28,1996,491.68,17200
37077,29,1996,531.57,2700
37081,33,1996,645.7,2600
37135,33,1996,397.96,2800
37145,31,1996,392.32,6400
37157,32,1996,565.55,2700
37169,30,1996,448.86,1200
37181,31,1996,253.52,7300
37185,29,1996,428.46,10000
37017,25,1996,874.33,14500
37019,26,1996,846.97,8700
37047,25,1996,937.29,42000
37051,28,1996,652.31,18800
37061,23,1996,816.22,43000
37085,27,1996,594.99,17500
37093,26,1996,390.74,8100
37129,28,1996,191.53,1300
37133,25,1996,762.74,11800
37141,25,1996,869.79,15000
37155,28,1996,949.22,86200
37163,28,1996,944.74,35600
37165,26,1996,318.84,26500
37007,33,1996,531.45,8700
37025,32,1996,361.75,7500
37045,33,1996,464.25,10500
37071,32,1996,356.03,2100
37109,31,1996,297.94,6700
37119,29,1996,523.84,1500
37123,33,1996,491.76,3100
37125,33,1996,697.84,2500
37153,34,1996,473.82,4600
37167,31,1996,395.09,21800
37179,34,1996,631.52,56000
37023,30,1996,507.1,300
38031,23.4,1996,635.45,700
38043,26,1996,1351.19,900
38093,24.4,1996,2221.72,2600
38003,28,1996,1491.55,15000
38017,30.9,1996,1764.94,265000
38039,24.1,1996,708.81,3000
38091,27.7,1996,712.22,26000
38097,28.8,1996,861.95,91000
38005,23.4,1996,1388.71,500
38019,26.3,1996,1488.75,3000
38035,25,1996,1436.38,50000
38063,21.8,1996,981.77,6000
38067,27.5,1996,1118.69,4200
38095,21.7,1996,1024.56,800
38099,27.3,1996,1281.93,4000
38021,25.7,1996,1131.47,7100
38045,31.4,1996,1145.94,14000
38051,28.9,1996,974.73,900
38073,28.2,1996,862.36,21000
38077,29.2,1996,1435.78,255000
38081,26.9,1996,858.51,77000
38041,24.5,1996,1132.22,600
39041,34.4,1996,443.1,79600
39045,34.1,1996,504.41,51300
39047,34.9,1996,406.36,114800
39049,33.6,1996,532.19,34600
39083,37.6,1996,525.49,42100
39089,31.5,1996,682.5,60100
39097,36.8,1996,465.88,127100
39101,34.3,1996,403.76,121300
39117,34.6,1996,406.08,63500
39129,34.5,1996,501.32,108200
39141,32.2,1996,689.19,57100
39159,29.6,1996,431.73,107000
39019,36,1996,394.61,2700
39031,36.2,1996,563.91,6700
39075,30.7,1996,422.53,5800
39157,32.9,1996,567.64,5800
39005,36.1,1996,422.95,30800
39033,41,1996,401.79,100900
39043,35.3,1996,251.56,35100
39077,31.9,1996,491.49,96600
39093,30,1996,491.1,59100
39123,36.1,1996,254.92,61800
39139,38.6,1996,495.27,36700
39143,35.7,1996,408.45,93200
39147,34.2,1996,551.02,133200
39175,34.5,1996,406.86,95000
39007,36.5,1996,701.93,16100
39029,30.6,1996,531.89,9600
39055,34.2,1996,400.16,1800
39099,29,1996,411.62,7900
39103,30.2,1996,421.36,28000
39133,33.5,1996,487.38,14700
39151,33.1,1996,575.27,19200
39153,34.2,1996,412.75,1600
39155,39.2,1996,618.3,21600
39169,36.2,1996,554.93,33500
39003,35.7,1996,402.5,86200
39039,33.5,1996,411.46,100900
39051,36.8,1996,405.44,89800
39063,34.1,1996,531.36,134400
39069,41.1,1996,416.01,110100
39095,39.6,1996,340.86,36200
39125,32.3,1996,416.44,107000
39137,35.9,1996,482.52,135400
39161,38.6,1996,409.16,129300
39171,30.6,1996,420.97,81500
39173,35.3,1996,617.2,144700
39001,27,1996,583.87,11200
39015,30.3,1996,490.02,61200
39053,31.9,1996,466.53,1500
39071,33.1,1996,553.08,73100
39079,31,1996,420.3,1500
39131,30.5,1996,440.28,8000
39145,32.1,1996,610.21,12500
39009,33.4,1996,503.6,1400
39073,35.7,1996,421.32,2600
39105,35,1996,430.1,1100
39119,36.2,1996,664.58,6300
39127,34.6,1996,407.97,8100
39167,35.6,1996,631.97,3800
39017,33.1,1996,467.06,36700
39025,30.7,1996,452.1,31900
39027,40.1,1996,408.68,102100
39057,37.7,1996,413.73,71600
39061,30.3,1996,405.91,6300
